product_addr,batch_nft_id,event_id
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78025
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70732
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69599
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75905
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75238
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74509
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74876
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76874
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69661
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75338
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71865
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72433
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79258
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74268
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72151
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78302
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69562
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75210
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76510
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70548
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74102
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78821
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69919
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76899
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73939
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69999
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69531
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74443
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69126
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71068
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72912
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72411
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70718
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78318
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76714
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78551
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76752
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69839
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74571
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70411
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70943
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79056
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78841
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72370
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74688
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73209
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75186
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70962
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74530
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73180
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76497
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74419
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78710
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68900
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74525
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70188
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72583
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74202
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76238
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73339
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77160
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78019
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77777
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70129
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79651
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76181
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75156
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79041
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72869
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75826
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75526
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74371
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76477
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69644
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76595
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74993
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78504
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79038
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74915
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75958
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71263
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71738
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74331
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77097
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77793
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75203
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77248
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69881
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76925
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73239
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75939
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79463
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68920
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69922
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70773
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75919
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73925
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78307
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79581
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77247
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69741
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72864
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69555
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79666
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69296
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77110
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69396
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76517
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70135
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71053
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70538
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71276
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74373
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69734
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74835
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77429
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72371
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69723
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74357
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70690
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79051
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78293
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76530
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71503
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76729
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73075
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74600
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73085
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74558
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72581
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71810
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70301
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75409
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76858
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74148
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73947
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71597
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71976
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73320
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74400
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78198
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76859
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69987
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75062
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77147
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69604
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76591
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77616
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71660
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69082
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68983
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72664
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77695
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78720
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70500
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77370
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72973
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71258
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77812
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75011
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70576
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78615
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79193
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79664
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74725
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73828
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78121
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71235
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79058
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74529
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76679
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73541
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73846
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72541
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77548
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78919
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71222
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71578
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71439
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74362
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72913
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72026
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72860
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71827
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74747
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70712
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71470
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75621
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75498
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70032
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71241
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72855
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78749
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76096
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75767
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76559
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70730
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72396
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76891
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74205
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76565
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71977
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68929
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71527
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77136
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69041
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79420
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70514
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79580
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75202
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79105
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75595
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71246
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72930
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75583
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73673
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77932
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69626
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70275
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69036
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75630
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71591
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73995
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76445
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76557
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72914
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70700
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73249
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78951
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77609
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78005
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76350
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79364
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76277
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76926
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73119
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78160
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73054
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74454
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75554
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69883
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72804
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78294
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70178
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76226
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76022
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73340
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76732
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73381
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79280
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75060
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77392
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73086
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72814
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68972
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70814
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70979
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71855
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75021
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79228
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71135
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79112
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75049
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72187
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68757
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79516
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77565
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78041
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73799
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70436
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78738
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77289
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79008
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79397
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76312
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70851
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73004
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70193
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76951
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76427
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70378
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73301
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,68877
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70680
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70423
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78571
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79572
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73444
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70923
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72309
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70687
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73330
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73101
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77263
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73115
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74878
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70661
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69986
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74833
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69407
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72314
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69368
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79703
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74477
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78741
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79568
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79396
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74544
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72306
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72546
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76191
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78434
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72505
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76337
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75330
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71839
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74437
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73542
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74307
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73667
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75197
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75624
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70963
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69116
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70419
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69174
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74817
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73246
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75398
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77733
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74235
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74815
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73848
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74087
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73399
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,77119
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70034
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70899
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,75658
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71593
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,76834
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,69154
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,72414
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78266
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74467
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71530
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74814
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70123
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74810
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,79530
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,70227
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73202
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78533
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78843
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,78334
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71427
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71819
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,73206
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71887
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,71521
"0x422113E095DD48Ba5C13C73de5D190f87437F576",1,74182
